Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid
英式松饼  ,烘焙类,0.052,235,46,0,0.00013,1.8,2.7,3.70E-05,0.00089,0.021,0.3,43,,,,0.133,0.89,0.131,7.7,0.26,,0.464,,0,0,0.00018,4.00E-08,0.00015,0.0016,0.00045,4.00E-05,0.0001,0.0007,,,0.00017,0.00032,0.00055,0.00024,0.00036,0.00014,0.00038,,,0.00024,9.00E-05,0.00035,,,,,,,,,,
苹果派  ,烘焙类,0.011,237,34,0,5.00E-05,11,1.6,4.00E-06,0.0012,0.007,4.4,32,,,,0.024,2.2,0.065,1.9,3.8,,0.266,,124,2.90E-05,0.00013,1.00E-08,0.00016,0.0011,0.00012,4.00E-05,0.0032,0.00016,,,4.00E-05,7.00E-05,0.00013,7.00E-05,0.00018,3.00E-05,9.00E-05,,,5.00E-05,3.00E-05,8.00E-05,,,,,,,,,,
苏打饼干  ,烘焙类,0.022,393,82,0,0.00015,1.6,2.7,0.000124,0.0077,0.026,0.14,80,0,0,0,0.113,0.69,0.115,11,0.24,2.10E-05,0.849,,0,0,0.00052,0,0.00059,0.0057,0.00039,9.00E-05,0,0.00094,0.02,,0.00022,0.00038,0.00072,0.00029,0.00064,0.00018,0.00051,,0.38,0.00029,0.00014,0.00044,0,0.00012,4.90E-06,,,,,,,
挞  ,烘焙类,0.044,372,77,0,7.00E-05,6,1.5,0.0001,0.0034,0.044,3.3,75,0,0,0,0.093,0.88,0.066,4,1.4,1.30E-05,0.361,,950,0.000285,0.00029,0,0.00055,0.0038,,0.00038,0.0038,0.00028,0.0084,,,,,,,,,,4.9,,,,0,0.00053,4.00E-07,,,,,,,
果酱馅饼  ,烘焙类,0.024,412,68,0,0.00015,13,1.1,8.00E-05,0.0035,0.016,6.5,67,,,,0.088,4.8,0.095,4.6,2,,0.398,,962,0.000289,0.00029,0,0.00033,0.0038,0,0.00038,0,0.0013,,,,,,,,,,,31,,,,,,,,,,,,,
巧克力泡芙  ,烘焙类,0.048,241,40,0.047,,6.9,2.1,,0.0007,,2,38,,,,,2.9,,4.4,1.4,,0.3,0.2,75,,,,,,,,0,,,,,,,,,,,,17,,,,,,,,,,,,,
烤玉米饼壳  ,烘焙类,0.076,474,64,,0.00015,23,5.8,,0.0015,0.076,7.2,59,,,,0.203,8.3,0.237,6.2,7,2.20E-06,0.657,0.16,,,0.00035,,9.00E-05,0.0016,0.00019,0.00036,,0.0012,,,,,,,0.00036,,,55,,,,,,,,0.12,0.01,0,,,,
甜面包  ,烘焙类,0.086,367,56,0.03,0.00012,12,2.3,0.000108,0.0029,0.024,3.5,54,0,0,0,0.094,1.5,0.103,9.4,2.2,2.60E-05,0.228,1.1,23,5.00E-06,0.00038,1.10E-07,0.00023,0.0035,0.00059,6.00E-05,0.0012,0.00084,0.029,4.1,,,,,0.00046,,,38,13,,,,0,0.00029,1.60E-06,0.07,0.01,0,0,0,1.2,
奶油饼干  ,烘焙类,0.026,484,65,,0.00011,20,2.4,0.000149,0.0074,0.025,11,62,0,0,0,0.098,2.5,0.129,7,5.4,9.50E-06,1.148,4,,,0.0003,4.60E-07,0.00024,0.0051,0.00046,7.00E-05,,0.00066,,0.95,,,,,0.00078,,,52,9.4,,,,,0.0016,1.80E-05,0.05,0,0,0,0,1.5,
肉桂卷  ,烘焙类,0.183,452,49,0.005,6.00E-05,27,1.2,7.20E-05,0.0014,0.014,8.7,47,0,0,0,0.131,3.7,0.102,4.5,13,1.30E-05,0.305,0.3,2,0,0.00021,1.60E-07,0.00014,0.0024,0.00034,4.00E-05,0.0003,0.00053,0.011,1.1,0.00013,0.00023,0.00041,0.00022,0.00029,0.0001,0.00026,16,26,0.00018,7.00E-05,0.00026,0,0.0012,1.50E-05,0.23,0.01,0,0,0,3.4,
贝果  ,烘焙类,0.02,250,49,0,0.00018,1.5,4.1,7.60E-05,0.0028,0.051,0.29,45,0,0,0,0.142,0.94,0.165,10,0,2.90E-05,0.439,0,0,0,0.0004,0,0.00021,0.0034,0.00038,0.00015,0,0.0011,0.0098,,,,,,0.0014,,,,6.1,,,,0,0.00032,1.50E-06,,0,,,,,
土豆面包  ,烘焙类,0.188,266,47,0,9.00E-05,3.1,6.3,0.000126,0.0023,0.028,0,41,0,0,0,0.369,0,0.718,13,0,9.50E-06,0.375,0,89,2.40E-05,0.00019,1.50E-07,0.00011,0.0013,0.00082,0.00023,0,0.0014,0.018,,0.00014,0.00027,0.00044,0.00031,0.00025,0.00011,0.00029,,9.4,0.00022,8.00E-05,0.00031,1.00E-07,0.00047,6.80E-06,,0,,,,,
佛卡夏  ,烘焙类,0.035,249,36,0,9.00E-05,7.9,1.8,0.000138,0.0032,0.02,5.7,34,0,0,0,0.128,0.99,0.114,8.8,0.88,1.60E-05,0.561,0,2,0,0.00047,0,0.0003,0.0037,0.00065,0.00011,0,0.0013,0.0029,,,,,,0.00036,,,,1.8,,,,0,0.0014,5.70E-06,,,,,,,
馅饼  ,烘焙类,0.007,204,0,0.053,7.00E-05,16,0,6.00E-06,0.0019,0.018,6.9,0,0,0,0,0.145,0.64,0.269,15,6.3,1.50E-05,0.074,,0,0,4.00E-05,2.10E-06,0.00016,0.0038,0.00031,0.00021,0,0.0041,,,,,,,2.00E-05,,,,,,,,,,,,,,,,,
卷饼  ,烘焙类,0.293,318,50,0.012,,11,1.2,7.40E-05,0.0059,0.013,2.8,49,,,,0.263,4.6,0.071,5,2.7,,0.691,0.2,1316,0.000395,0.00039,1.60E-06,0.00045,0.0053,,0.00053,,0.0004,,,,,,,,,,,17,,,,0,0,,,,,,,,
默里香草威化饼  ,烘焙类,,461,73,0.001,,17,1.4,8.80E-05,,,3.9,72,,,,0.042,6.6,0.084,4,5.7,,0.401,0.25,,,0.00042,,0.00023,0.0026,,,,,,,,,,,,,,,32,,,,,,,,,,,,,
奇宝燕麦饼干  ,烘焙类,,478,68,0,,20,4.5,3.90E-05,0.0021,0.006,4.9,63,,,,0.028,7.5,0.123,7.1,6.3,,0.325,0.27,,,0.00029,,0.00016,0.0017,,1.00E-05,,0.0002,,,,,,,,,,,31,,,,,,,,,,,,,
奇宝甜筒  ,烘焙类,,375,78,0,,3.7,2.1,0,0.0032,0.009,2,76,,,,0.002,0.8,0.119,7.3,0.8,,0.326,0,,,0.00042,,0.00028,0.0037,,,,,,,,,,,,,,,26,,,,,,,,,,,,,
印度薄饼（恰帕蒂）  ,烘焙类,0.036,299,46,0,0.00023,9.2,9.7,4.50E-05,0.0022,0.056,2.1,36,0,0,0,0.158,0.76,0.196,7.9,3.3,2.70E-05,0.298,0.03,0,0,0.00045,0,0.00018,0.0046,0.00056,0.00028,0,0.0015,0.0078,0.27,,,,,0.0017,,,34,2.9,,,,0,0.00055,3.30E-06,0.03,0,0,0,0,0.72,
印度煎饼  ,烘焙类,0.025,326,45,0.001,0.00015,13,9.6,1.00E-05,0.0016,0.037,3.8,36,0,0,0,0.12,2.5,0.139,6.4,5.8,7.10E-06,0.452,0.03,6,2.00E-06,0.00011,0,8.00E-05,0.0018,0.00047,8.00E-05,0,0.00082,0.0063,0.35,,,,,0.0011,,,32,4.2,,,,0,0.0014,3.40E-06,0.06,0,0.01,0,0,2.4,
馕  ,烘焙类,0.059,286,46,0.001,0.00016,6.7,4.8,1.60E-05,0.0017,0.068,1.9,41,0,0,0,0.188,1.3,0.185,10,2.9,1.10E-05,0.467,,6,2.00E-06,0.00018,0,0.00018,0.0036,,0.00013,0,0.0012,0.01,0.8,,,,,0.0014,,,36,3.4,,,,0,0.0013,3.30E-06,,,,,,,
纳瓦霍炸面包  ,烘焙类,0.057,330,48,0.007,9.00E-05,12,,0.000122,0.004,0.018,4.4,48,,,,0.123,1.1,0.077,6.7,4.6,1.90E-05,0.329,,,,0.00043,0,0.00022,0.0046,0.00016,4.00E-05,,0.00035,,0,,,,,0.0003,,,43,2,,,,,0,8.00E-07,0.05,0.02,0,,,,
亚美尼亚薄饼  ,烘焙类,0.021,281,60,0,0.00033,1.2,3.1,2.60E-05,0.0012,0.027,0.1,,,,,0.496,0.5,0.125,8.7,0.2,2.00E-06,0.796,0,,0,0.0001,0,4.00E-05,0.0024,,8.00E-05,0,0.0007,,,,,,,0.0005,,,,,,,,0,0.00037,,,,,,,,
热狗  ,快餐类,0.099,290,4.2,0.077,0.0001,26,0,6.00E-06,0.0011,0.015,11,4.2,0,0,0,0.206,4.4,0.152,10,7.7,1.30E-05,1.09,,0,0,6.00E-05,1.60E-06,0.00012,0.0027,0.00031,0.00017,0,0.0012,,,0.00033,0.00053,0.00091,0.00096,5.00E-05,0.00029,0.00045,,,0.00047,0.00011,0.00056,,0.00019,,,,,,,,
土豆楔  ,快餐类,0.015,123,26,0,,2.2,2,,0.0007,0.019,1.5,24,,,,0.087,0.1,0.394,2.7,0.55,,0.049,0,0,0,0.0001,0,4.00E-05,0.0015,,0.00035,0.011,0.00037,,,,,,,,,,,0.3,,,,0,,,,,,,,,
素食汉堡  ,快餐类,0.136,177,14,0.005,0.0002,6.3,4.9,0.000124,0.0024,0.056,1.8,9.4,0,0,0,0.206,2,0.333,16,1.4,2.30E-05,0.569,,16,1.00E-06,0.0027,2.00E-06,0.00024,0.0038,0.00029,0.0003,0.0045,0.0013,0.019,0.13,0.00047,0.00078,0.0014,0.001,0.00095,0.00029,0.00089,5.8,1.1,0.00061,0.00016,0.00089,0,0.00023,4.20E-06,0.08,0,0,,,,
薯饼  ,快餐类,0.019,272,29,0,0.0001,17,2.7,1.20E-05,0.0006,0.021,7.8,26,0,0,0,0.098,5.7,0.355,2.6,2.5,4.00E-07,0.566,0.06,2,0,0.00014,0,4.00E-05,0.0018,0.00038,0.00019,0.0054,0.00036,0.018,0.24,,,,,0.00016,,,26,0.56,,,,0,0.0026,9.90E-06,0.44,0.01,0.03,0,0,5.1,
墨西哥卷饼  ,快餐类,0.052,206,33,0.002,0.00017,6.2,,4.00E-05,0.0021,0.04,2.2,33,,,,0.045,0.55,0.301,6.5,3.2,1.00E-05,0.454,,153,,0.00029,5.00E-07,0.00028,0.0019,0.00092,0.00014,0.0009,0.0007,0.027,,0.00017,0.00027,0.0005,0.00034,0.0004,0.00011,0.00035,,,0.00024,8.00E-05,0.00032,,,,,,,,,,
玉米片  ,快餐类,0.063,343,35,0.003,6.00E-05,22,3.2,1.00E-05,0.00075,0.042,14,32,0,0,0,0.198,5,0.362,4.3,2.2,8.60E-06,0.313,0.06,21,5.00E-06,0.00012,7.00E-08,0.00013,0.00063,0.00038,0.00022,0.0011,0.00086,0.026,0,0.00014,0.00019,0.00052,0.00016,0.00019,9.00E-05,0.00023,28,2.2,0.00016,4.00E-05,0.00025,0,0.0041,1.90E-05,0.62,0.01,0.03,0,0,4.3,
塔可  ,快餐类,0.089,226,20,0.028,8.00E-05,13,3.9,1.90E-05,0.0012,0.032,4.4,16,0,0.01,0.01,0.178,3,0.209,8.9,4.4,9.20E-06,0.397,0.47,131,2.00E-05,5.00E-05,9.30E-07,6.00E-05,0.0017,,9.00E-05,0.0004,0.0018,0.032,0.3,,,,,0.00025,,,15,0.9,,,,1.00E-07,0.0006,1.50E-05,0.17,0,0,0,0.01,2.7,
塔可沙拉  ,快餐类,0.097,170,12,0.019,0.00011,9.2,3,4.30E-05,0.0012,0.026,4,12,0,0,0,0.072,0.88,0.21,6.7,3,2.20E-06,0.363,,297,3.00E-06,0.00015,4.00E-07,0.00011,0.0015,0.00021,0.0001,0.0018,0.0014,0.023,0.63,0.00018,0.00027,0.00055,0.00044,0.00026,0.00012,0.00034,9.7,,0.00027,8.00E-05,0.00031,,0.00054,1.10E-05,,0,,,,,
芝士汉堡  ,快餐类,0.119,308,28,0.043,0.00011,15,2,7.00E-05,0.0027,0.026,5.4,26,0,0.01,0.01,0.161,1.7,0.196,17,6.5,2.00E-05,0.515,0.57,254,5.00E-05,0.00029,7.60E-07,0.00036,0.0052,0.00055,0.00023,0,0.0025,0.029,1.9,0.00045,0.00076,0.0013,0.00078,0.00032,0.00038,0.00076,20,4.9,0.00057,0.00016,0.00088,1.00E-07,0.00052,4.20E-06,0.13,0,0.01,0,0.02,1.3,
鸡肉三明治  ,快餐类,0.058,250,21,0.035,7.00E-05,11,1.4,4.70E-05,0.0018,0.024,4.5,19,0,0,0,0.185,3.2,0.245,16,2.1,2.00E-05,0.753,0.03,32,3.00E-06,0.00023,1.30E-07,0.0003,0.0077,0.0012,0.00038,0.0008,0.00061,0.035,0.97,,,,,0.00022,,,17,3.6,,,,1.00E-07,0.0024,8.50E-06,0.2,0.01,0.01,0,0.01,2.9,
鱼肉三明治  ,快餐类,0.037,257,27,0.035,8.00E-05,12,1,4.60E-05,0.0015,0.025,2.6,26,0.06,0,0.03,0.116,6.3,0.206,10,1.9,1.80E-05,0.602,0.08,87,6.00E-06,0.00021,6.80E-07,0.00014,0.0022,0.00037,7.00E-05,0.0018,0.00049,0.029,1.5,,,,,0.00026,,,,3.5,,,,2.00E-07,0.00055,1.40E-05,0.49,0.01,0.02,0,0,5.6,
快餐  ,快餐类,0.062,297,32,0.033,0.00012,12,1.7,8.00E-05,0.0031,0.027,4.8,30,0,0.01,0.01,0.134,1.7,0.197,17,4.5,2.00E-05,0.331,0.51,51,9.00E-06,0.00032,8.90E-07,0.00036,0.0056,0.00053,0.00021,0,0.0025,0.034,2.3,0.0004,0.00064,0.0011,0.00079,0.00036,0.00031,0.00067,23,4.9,0.00046,0.00014,0.00073,1.00E-07,0.00038,4.90E-06,0.12,0,0,0,0.01,1.4,
汉堡  ,快餐类,0.102,295,24,0.047,9.00E-05,14,0.9,5.60E-05,0.0029,0.02,5.5,23,,,,0.136,0.38,0.226,17,5.1,,0.414,0.81,0,0,0.00022,1.40E-06,0.00025,0.0054,0.00031,0.0002,0,0.0029,,2,0.00051,0.00072,0.0013,0.0012,0.00022,0.00037,0.00068,,4.2,0.00067,0.00021,0.00082,,,,,,,,,,
烤牛肉三明治  ,快餐类,0.055,244,22,0.03,0.00011,10,1.3,5.10E-05,0.0026,0.023,4,21,0,0.01,0.01,0.2,1.8,0.224,15,3.4,1.80E-05,0.653,0.39,8,2.00E-06,0.00022,9.60E-07,0.00029,0.0043,,0.00022,0,0.0023,0.032,1.5,,,,,0.00023,,,18,3.8,,,,0,0.00043,2.80E-06,0.15,0,0.01,0,0.01,1.5,
潜艇三明治  ,快餐类,0.171,213,20,0.027,8.00E-05,10,1.2,6.60E-05,0.0018,0.02,3.7,19,0,0.01,0,0.112,1.9,0.282,11,3.6,2.00E-05,0.575,0.12,170,2.20E-05,0.00034,2.20E-07,0.00027,0.0043,0.00056,0.0002,0.0075,0.0011,0.029,1.4,0.0003,0.00043,0.00075,0.00049,0.00035,0.00021,0.00043,16,3.2,0.00033,0.0001,0.0005,2.00E-07,0.00041,4.50E-06,0.1,0.05,0,0,0.01,1.7,
凉拌卷心菜  ,快餐类,0.03,153,15,0.004,2.00E-05,9.9,1.9,,0.00022,0.008,2.7,13,0,0,0.01,0.02,5.3,0.129,0.95,1.6,,0.203,0.04,95,2.80E-05,3.00E-05,1.00E-08,2.00E-05,0.00021,0.00025,0.00011,0.015,0.00014,,1.4,,,,,0.0001,,,,12,,,,,0.00054,7.10E-05,0.28,0,0.02,0,0.01,5,
薯条  ,快餐类,0.018,312,41,0,0.00012,15,3.8,3.00E-05,0.00081,0.035,6,38,0,0,0,0.125,5.4,0.579,3.4,2.3,9.00E-07,0.21,0.06,0,0,0.00017,0,4.00E-05,0.003,0.00058,0.00037,0.0047,0.0005,0.037,,,,,,0.00025,,,,0.3,,,,0,0.0017,1.10E-05,0.41,0.01,0.03,0,0,4.9,
土豆泥,快餐类,0.018,89,15,0,4.00E-05,2.8,1.3,9.00E-06,0.00031,0.015,0.72,13,0,0,0,0.059,1.3,0.286,1.7,0.58,8.00E-07,0.306,0.11,185,4.30E-05,2.00E-05,7.00E-08,2.00E-05,0.0011,,0.00012,0,0.00022,0.013,0.2,,,,,0.0001,,,12,0.5,,,,0,0.00042,5.90E-06,0.17,0,0,0,0,1.1,
照烧鸡肉潜艇堡,快餐类,0.142,155,23,0.022,7.00E-05,2.4,1.2,5.80E-05,0.0015,0.023,0.64,21,0,0,0,0.139,0.83,0.285,11,0.51,1.50E-05,0.305,0.01,56,3.00E-06,0.00027,1.10E-07,0.00021,0.0051,0.00066,0.00028,0.0011,0.00064,,2.4,,,,,0.00028,,,14,6.1,,,,,0.00038,,0.06,0,0,0,0.01,0.72,
麦当劳汉堡,快餐类,0.127,264,30,0.027,0.0001,10,1.3,6.40E-05,0.0029,0.021,3.8,29,0,0.01,0,0.107,1.4,0.192,13,3.5,2.60E-05,0.494,0.43,55,,0.00025,8.30E-07,0.00024,0.0045,,,0.0006,0.002,,3.3,,,,,0.00032,,,,6,,,,,,,0.13,0,0,0,0.01,1.1,
麦当劳鱼排三明治,快餐类,0.12,282,26,0.032,7.00E-05,15,1.4,2.10E-05,0.0016,0.027,4,25,0.06,0.01,0.03,0.137,6,0.22,11,2.8,2.60E-05,0.434,0.13,,,0.00021,1.10E-06,0.00013,0.0022,,,0.0003,0.00058,,1.9,,,,,0.00026,,,,3.7,,,,,0.0012,4.90E-06,0.61,0.01,0.02,0,0.01,5.1,
麦当劳芝士汉堡,快餐类,0.167,263,28,0.035,0.0001,12,1.1,5.90E-05,0.0024,0.02,3.6,27,,,,0.14,0.36,0.2,13,4.4,,0.626,0.65,243,,0.00022,8.60E-07,0.00026,0.004,,,0.0006,0.0019,,2.6,,,,,0.00023,,,,6.2,,,,,,,,,,,,,
麦当劳四分之一磅汉堡,快餐类,0.084,244,22,0.039,0.00011,12,1.6,5.60E-05,0.0024,0.022,4.2,21,,,,0.124,0.28,0.227,14,4,,0.427,0.72,56,,0.00018,1.30E-06,0.00034,0.0045,,,0.0009,0.0027,,2.2,,,,,0.0002,,,,5.1,,,,,,,,,,,,,
麦当劳大麦克,快餐类,0.116,257,20,0.036,0.0001,15,1.6,4.60E-05,0.002,0.02,3.5,18,,,,0.122,0.31,0.181,12,3.8,,0.46,0.59,188,,0.00018,8.80E-07,0.00021,0.0034,,,0.0004,0.0019,,1.7,,,,,0.00021,,,,4,,,,,,,,,,,,,
麦当劳薯条,快餐类,0.019,323,43,,0.00011,15,3.9,,0.0008,0.037,7.4,39,0,0,0,0.127,4.7,0.596,3.4,2.3,4.00E-07,0.189,0.06,0,0,0.00018,,4.00E-05,0.0032,0.00059,0.00038,0.0056,0.00051,0.04,0,,,,,0.00025,,,38,0.21,,,,,0.0014,1.60E-05,0.38,0.01,0.03,0,0,4.3,
温迪汉堡,快餐类,0.034,213,17,0.035,0.00014,11,1.3,,0.0027,0.018,4.1,16,0,0,0,0.103,1.6,0.195,13,3.7,1.80E-05,0.395,,,,0.00028,1.50E-06,0.00021,0.0032,0.00034,0.00011,0.0005,0.0025,,1.3,0.0003,0.00046,0.00083,0.00077,0.00019,0.00024,0.00046,12,,0.00046,0.00013,0.00052,,,9.00E-06,,0,,,,,
温迪炸鸡三明治,快餐类,0.023,214,22,0.031,0.00014,8.1,1.3,,0.0015,0.024,2.9,20,0,0,0,0.161,3.1,0.228,14,1.6,2.40E-05,0.401,0.51,,,0.0003,3.30E-07,0.00013,0.0033,0.00053,0.00019,0.0003,0.00061,,1.1,0.00038,0.00054,0.00093,0.00083,0.00023,0.00029,0.00051,16,,0.0005,0.00015,0.00059,,,1.10E-05,0.23,0,,,0,2.7,0.02
温迪辣味鸡块,快餐类,0.011,326,14,0.05,6.00E-05,23,,,0.00062,0.022,6.1,14,0,0.01,0,0.271,10,0.25,16,4.8,2.50E-05,0.708,0.16,,,8.00E-05,3.30E-07,0.00012,0.006,0.00091,0.00025,0.0013,0.00061,,0,,,,,0.00019,,,,0.08,,,,,,8.00E-06,0.77,0.02,0.04,0,0.02,9,
汉堡王皇堡,快餐类,0.039,233,19,0.03,1.00E-05,13,1.8,4.70E-05,0.0044,0.018,4.7,17,0,0,0,0.09,3.4,0.169,11,4.3,1.80E-05,0.313,0.51,,,0.00022,,0.00018,0.0029,0.00017,9.00E-05,0.0002,0.0028,,1.7,0.00025,0.00035,0.00076,0.00059,0.00018,0.00021,0.00046,14,4.2,0.00037,7.00E-05,0.00042,,0.00015,2.00E-05,0.28,0,0,,,2.8,
至尊玉米片,快餐类,0.047,223,21,0.014,0.0001,12,3.7,1.40E-05,0.001,0.033,6.7,18,0,0,0,0.153,2.5,0.298,6.2,2.5,8.10E-06,0.348,0.17,242,4.20E-05,7.00E-05,3.10E-07,0.00014,0.001,0.00033,0.00016,0,0.0011,,0.27,0.00019,0.00028,0.00054,0.00034,0.0002,0.00012,0.00029,15,1.6,0.00022,6.00E-05,0.00033,,0.0018,6.40E-06,0.32,0.01,0.01,0,0,2.1,
塔可沙拉,快餐类,0.097,170,12,0.019,0.00011,9.2,3,4.30E-05,0.0012,0.026,4,12,0,0,0,0.072,0.88,0.21,6.7,3,2.20E-06,0.363,,297,3.00E-06,0.00015,4.00E-07,0.00011,0.0015,0.00021,0.0001,0.0018,0.0014,0.023,0.63,0.00018,0.00027,0.00055,0.00044,0.00026,0.00012,0.00034,9.7,,0.00027,8.00E-05,0.00031,,0.00054,1.10E-05,,0,,,,,
意大利辣香肠披萨,快餐类,0.146,298,30,0.025,0.00011,14,1.8,,0.0021,0.022,4.4,29,,,,0.205,3.5,0.199,12,5.3,2.10E-05,0.692,,171,4.70E-05,0.00029,6.40E-07,0.00025,0.0038,0.00038,0.00014,0,0.0015,,0.37,0.00032,0.00049,0.00095,0.00065,0.00036,0.00025,0.00056,23,3.2,0.00037,0.00012,0.0006,,0.00078,1.90E-05,0.36,0.03,0,,,,
比萨饼,快餐类,0.188,266,33,0.017,0.00011,9.7,2.3,9.30E-05,0.0025,0.024,2.6,31,0,0,0,0.216,1.7,0.172,11,4.5,2.00E-05,0.598,0.24,358,6.90E-05,0.00039,4.20E-07,0.0002,0.0038,,8.00E-05,0.0014,0.0013,0.016,1,0.00036,0.00056,0.0011,0.00077,0.00036,0.00026,0.00066,27,3.6,0.00041,,0.00072,0,0.00083,6.70E-06,0.18,0,0,0,0.01,1.4,
麦当劳麦乐鸡,快餐类,0.011,302,15,0.044,5.00E-05,20,,,0.00089,0.024,8.1,15,0,0,0,0.272,5.6,0.252,16,3.3,,0.566,0.11,,,0.00016,3.30E-07,0.00011,0.0074,0.00088,0.0004,0.0012,0.00059,,0,,,,,0.00014,,,,0.08,,,,,,,0.3,0.01,0.03,0,0.02,5.1,
麦旋风,快餐类,0.135,177,27,0.016,4.00E-05,6.5,0.2,3.00E-06,0.00027,0.017,1.7,27,,,,0.116,0.28,0.208,4,3.4,,0.054,0.28,312,,5.00E-05,6.00E-07,0.00024,0.00014,0.00073,5.00E-05,,0.00054,,0.21,,,,,5.00E-05,,,,24,,,,,8.00E-05,,,0,,,,,
麦香鸡三明治,快餐类,0.088,273,28,0.027,8.00E-05,13,1.3,,0.0017,0.02,4.4,27,0,0,0,0.139,5,0.173,10,2.3,,0.624,0.08,,,0.00021,1.90E-07,0.0002,0.0039,,,,0.00063,,1.9,,,,,0.00036,,,,3.6,,,,,,,0.43,0.01,0.02,0,0.01,4.4,
蛋麦松饼,快餐类,0.192,228,22,0.165,8.00E-05,9.7,1.1,7.90E-05,0.0023,0.02,2.7,21,0.02,0.01,0,0.2,1.7,0.173,14,3.6,,0.617,0.11,,,0.00026,,0.00037,0.0031,0.00084,0.00015,0.0012,0.0013,,0.43,,,,,0.00024,,,,2.1,,,,,0.00059,,0.11,0.01,0,0,0.01,1.4,
鸡柳,快餐类,0.017,271,17,0.048,7.00E-05,14,1.2,1.90E-05,0.00073,0.028,4.8,16,0,0,0,0.282,5.8,0.373,19,2.5,1.80E-05,0.769,0.05,11,3.00E-06,0.00011,1.60E-07,0.00018,0.0082,0.0012,0.00043,0.0011,0.00071,0.044,0,0.00066,0.00085,0.0016,0.0016,0.00023,0.00052,0.0014,17,0.4,0.0008,0.00022,0.00091,2.00E-07,0.0032,8.00E-06,0.21,0.01,0.02,0,0.01,5.4,
肯德基炸鸡,快餐类,0.117,384,19,0.082,8.00E-05,28,0,,0.00088,0.025,14,19,0,0.01,0,0.252,5.4,0.244,14,6.3,1.70E-05,1.042,0.21,66,2.00E-05,8.00E-05,3.20E-07,0.0002,0.0054,0.00088,0.00014,,0.00087,,0,0.00034,0.00042,0.00086,0.00062,0.0003,0.00021,0.00054,17,0,0.00047,0.00011,0.00052,,0.0012,,0.76,0.02,0.05,0,0.03,4.3,
俱乐部三明治,快餐类,0.095,220,20,0.046,9.00E-05,8.1,1.2,3.10E-05,0.0014,0.032,2.9,19,0.01,0,0,0.215,1.9,0.226,17,3.1,2.50E-05,0.63,0.07,359,3.50E-05,0.00017,4.70E-07,0.00019,0.0056,0.00083,0.0003,0.0044,0.0013,0.048,,,,,,,,,,4.7,,,,1.00E-07,0.00061,8.70E-06,,,,,,,
酸奶冻糕,快餐类,0.105,84,16,0.003,5.00E-05,1,1.1,5.10E-05,0.00049,0.017,0.31,15,0,0,0,0.093,0.12,0.189,3.4,0.53,3.90E-06,0.049,0,115,3.00E-05,7.00E-05,8.80E-07,0.00017,0.00071,,0.00023,0.014,0.00089,0.012,,,,,,,,,,12,,,,1.00E-07,0.00025,1.70E-06,,,,,,,
鸡肉卷饼,快餐类,0.269,294,24,0.037,8.00E-05,15,1.7,5.20E-05,0.0018,0.025,3.8,22,0,0.01,0.01,0.313,4.1,0.183,15,6.2,2.10E-05,0.745,0.32,271,7.20E-05,0.0002,1.90E-07,0.00018,0.0042,,8.00E-05,0.0001,0.0014,0.03,0.4,,,,,0.00027,,,17,1.9,,,,2.00E-07,0.00029,2.40E-06,0.45,0.01,0,0,0.01,3.4,
希腊黄瓜酸奶酱,快餐类,0.116,203,30,0.01,,6.6,5.9,2.80E-05,0.0013,,1.7,24,,,,0.085,1.1,0.185,11,2.3,,0.322,0,0,,0.0002,3.00E-07,0.0002,0.0027,,6.00E-05,0,0.0005,,,,,,,,,,,2.7,,,,0,,,,,,,,,
咖喱鸡块,快餐类,0.097,191,30,0.008,,5.9,6,2.50E-05,0.0014,,1.5,24,,,,0.077,1,0.236,10,2.1,,0.247,0,0,,0.0002,2.00E-07,0.0001,0.0025,,4.00E-05,0,0.0005,,,,,,,,,,,4,,,,0,,,,,,,,,
牛肉斯特罗加诺夫,餐饮、主菜以及配菜,0.02,98,9,0.021,0.0001,4.6,0.6,6.70E-05,0.00088,0.002,1.6,8.4,0,0,0,0.05,0.25,0.14,5.1,2.3,7.60E-06,0.435,,820,8.40E-05,4.00E-05,2.60E-07,9.00E-05,0.0001,,6.00E-05,0,0.0011,0.018,,,,,,,,,,1.7,,,,0,0.00041,0.000103,,,,,,,
